Year,Region,country or area,Location code,Parent code
1950,OCEANIA,Australia/New Zealand,927,909
1951,OCEANIA,Australia/New Zealand,927,909
1952,OCEANIA,Australia/New Zealand,927,909
1953,OCEANIA,Australia/New Zealand,927,909
1954,OCEANIA,Australia/New Zealand,927,909
1955,OCEANIA,Australia/New Zealand,927,909
1956,OCEANIA,Australia/New Zealand,927,909
1957,OCEANIA,Australia/New Zealand,927,909
1958,OCEANIA,Australia/New Zealand,927,909
1959,OCEANIA,Australia/New Zealand,927,909
1960,OCEANIA,Australia/New Zealand,927,909
1961,OCEANIA,Australia/New Zealand,927,909
1962,OCEANIA,Australia/New Zealand,927,909
1963,OCEANIA,Australia/New Zealand,927,909
1964,OCEANIA,Australia/New Zealand,927,909
1965,OCEANIA,Australia/New Zealand,927,909
1966,OCEANIA,Australia/New Zealand,927,909
1967,OCEANIA,Australia/New Zealand,927,909
1968,OCEANIA,Australia/New Zealand,927,909
1969,OCEANIA,Australia/New Zealand,927,909
1970,OCEANIA,Australia/New Zealand,927,909
1971,OCEANIA,Australia/New Zealand,927,909
1972,OCEANIA,Australia/New Zealand,927,909
1973,OCEANIA,Australia/New Zealand,927,909
1974,OCEANIA,Australia/New Zealand,927,909
1975,OCEANIA,Australia/New Zealand,927,909
1976,OCEANIA,Australia/New Zealand,927,909
1977,OCEANIA,Australia/New Zealand,927,909
1978,OCEANIA,Australia/New Zealand,927,909
1979,OCEANIA,Australia/New Zealand,927,909
1980,OCEANIA,Australia/New Zealand,927,909
1981,OCEANIA,Australia/New Zealand,927,909
1982,OCEANIA,Australia/New Zealand,927,909
1983,OCEANIA,Australia/New Zealand,927,909
1984,OCEANIA,Australia/New Zealand,927,909
1985,OCEANIA,Australia/New Zealand,927,909
1986,OCEANIA,Australia/New Zealand,927,909
1987,OCEANIA,Australia/New Zealand,927,909
1988,OCEANIA,Australia/New Zealand,927,909
1989,OCEANIA,Australia/New Zealand,927,909
1990,OCEANIA,Australia/New Zealand,927,909
1991,OCEANIA,Australia/New Zealand,927,909
1992,OCEANIA,Australia/New Zealand,927,909
1993,OCEANIA,Australia/New Zealand,927,909
1994,OCEANIA,Australia/New Zealand,927,909
1995,OCEANIA,Australia/New Zealand,927,909
1996,OCEANIA,Australia/New Zealand,927,909
1997,OCEANIA,Australia/New Zealand,927,909
1998,OCEANIA,Australia/New Zealand,927,909
1999,OCEANIA,Australia/New Zealand,927,909
2000,OCEANIA,Australia/New Zealand,927,909
2001,OCEANIA,Australia/New Zealand,927,909
2002,OCEANIA,Australia/New Zealand,927,909
2003,OCEANIA,Australia/New Zealand,927,909
2004,OCEANIA,Australia/New Zealand,927,909
2005,OCEANIA,Australia/New Zealand,927,909
2006,OCEANIA,Australia/New Zealand,927,909
2007,OCEANIA,Australia/New Zealand,927,909
2008,OCEANIA,Australia/New Zealand,927,909
2009,OCEANIA,Australia/New Zealand,927,909
2010,OCEANIA,Australia/New Zealand,927,909
2011,OCEANIA,Australia/New Zealand,927,909
2012,OCEANIA,Australia/New Zealand,927,909
2013,OCEANIA,Australia/New Zealand,927,909
2014,OCEANIA,Australia/New Zealand,927,909
2015,OCEANIA,Australia/New Zealand,927,909
2016,OCEANIA,Australia/New Zealand,927,909
2017,OCEANIA,Australia/New Zealand,927,909
2018,OCEANIA,Australia/New Zealand,927,909
2019,OCEANIA,Australia/New Zealand,927,909
2020,OCEANIA,Australia/New Zealand,927,909
2021,OCEANIA,Australia/New Zealand,927,909
1950,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1951,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1952,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1953,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1954,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1955,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1956,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1957,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1958,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1959,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1960,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1961,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1962,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1963,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1964,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1965,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1966,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1967,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1968,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1969,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1970,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1971,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1972,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1973,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1974,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1975,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1976,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1977,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1978,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1979,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1980,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1981,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1982,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1983,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1984,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1985,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1986,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1987,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1988,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1989,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1990,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1991,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1992,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1993,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1994,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1995,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1996,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1997,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1998,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1999,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2000,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2001,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2002,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2003,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2004,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2005,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2006,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2007,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2008,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2009,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2010,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2011,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2012,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2013,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2014,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2015,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2016,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2017,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2018,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2019,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2020,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
2021,LATIN AMERICA AND THE CARIBBEAN,Caribbean,915,904
1950,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1951,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1952,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1953,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1954,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1955,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1956,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1957,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1958,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1959,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1960,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1961,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1962,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1963,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1964,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1965,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1966,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1967,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1968,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1969,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1970,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1971,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1972,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1973,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1974,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1975,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1976,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1977,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1978,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1979,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1980,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1981,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1982,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1983,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1984,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1985,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1986,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1987,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1988,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1989,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1990,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1991,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1992,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1993,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1994,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1995,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1996,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1997,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1998,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1999,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2000,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2001,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2002,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2003,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2004,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2005,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2006,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2007,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2008,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2009,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2010,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2011,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2012,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2013,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2014,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2015,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2016,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2017,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2018,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2019,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2020,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
2021,LATIN AMERICA AND THE CARIBBEAN,Central America,916,904
1950,ASIA,Central Asia,5500,935
1951,ASIA,Central Asia,5500,935
1952,ASIA,Central Asia,5500,935
1953,ASIA,Central Asia,5500,935
1954,ASIA,Central Asia,5500,935
1955,ASIA,Central Asia,5500,935
1956,ASIA,Central Asia,5500,935
1957,ASIA,Central Asia,5500,935
1958,ASIA,Central Asia,5500,935
1959,ASIA,Central Asia,5500,935
1960,ASIA,Central Asia,5500,935
1961,ASIA,Central Asia,5500,935
1962,ASIA,Central Asia,5500,935
1963,ASIA,Central Asia,5500,935
1964,ASIA,Central Asia,5500,935
1965,ASIA,Central Asia,5500,935
1966,ASIA,Central Asia,5500,935
1967,ASIA,Central Asia,5500,935
1968,ASIA,Central Asia,5500,935
1969,ASIA,Central Asia,5500,935
1970,ASIA,Central Asia,5500,935
1971,ASIA,Central Asia,5500,935
1972,ASIA,Central Asia,5500,935
1973,ASIA,Central Asia,5500,935
1974,ASIA,Central Asia,5500,935
1975,ASIA,Central Asia,5500,935
1976,ASIA,Central Asia,5500,935
1977,ASIA,Central Asia,5500,935
1978,ASIA,Central Asia,5500,935
1979,ASIA,Central Asia,5500,935
1980,ASIA,Central Asia,5500,935
1981,ASIA,Central Asia,5500,935
1982,ASIA,Central Asia,5500,935
1983,ASIA,Central Asia,5500,935
1984,ASIA,Central Asia,5500,935
1985,ASIA,Central Asia,5500,935
1986,ASIA,Central Asia,5500,935
1987,ASIA,Central Asia,5500,935
1988,ASIA,Central Asia,5500,935
1989,ASIA,Central Asia,5500,935
1990,ASIA,Central Asia,5500,935
1991,ASIA,Central Asia,5500,935
1992,ASIA,Central Asia,5500,935
1993,ASIA,Central Asia,5500,935
1994,ASIA,Central Asia,5500,935
1995,ASIA,Central Asia,5500,935
1996,ASIA,Central Asia,5500,935
1997,ASIA,Central Asia,5500,935
1998,ASIA,Central Asia,5500,935
1999,ASIA,Central Asia,5500,935
2000,ASIA,Central Asia,5500,935
2001,ASIA,Central Asia,5500,935
2002,ASIA,Central Asia,5500,935
2003,ASIA,Central Asia,5500,935
2004,ASIA,Central Asia,5500,935
2005,ASIA,Central Asia,5500,935
2006,ASIA,Central Asia,5500,935
2007,ASIA,Central Asia,5500,935
2008,ASIA,Central Asia,5500,935
2009,ASIA,Central Asia,5500,935
2010,ASIA,Central Asia,5500,935
2011,ASIA,Central Asia,5500,935
2012,ASIA,Central Asia,5500,935
2013,ASIA,Central Asia,5500,935
2014,ASIA,Central Asia,5500,935
2015,ASIA,Central Asia,5500,935
2016,ASIA,Central Asia,5500,935
2017,ASIA,Central Asia,5500,935
2018,ASIA,Central Asia,5500,935
2019,ASIA,Central Asia,5500,935
2020,ASIA,Central Asia,5500,935
2021,ASIA,Central Asia,5500,935
1950,AFRICA,Eastern Africa,910,903
1951,AFRICA,Eastern Africa,910,903
1952,AFRICA,Eastern Africa,910,903
1953,AFRICA,Eastern Africa,910,903
1954,AFRICA,Eastern Africa,910,903
1955,AFRICA,Eastern Africa,910,903
1956,AFRICA,Eastern Africa,910,903
1957,AFRICA,Eastern Africa,910,903
1958,AFRICA,Eastern Africa,910,903
1959,AFRICA,Eastern Africa,910,903
1960,AFRICA,Eastern Africa,910,903
1961,AFRICA,Eastern Africa,910,903
1962,AFRICA,Eastern Africa,910,903
1963,AFRICA,Eastern Africa,910,903
1964,AFRICA,Eastern Africa,910,903
1965,AFRICA,Eastern Africa,910,903
1966,AFRICA,Eastern Africa,910,903
1967,AFRICA,Eastern Africa,910,903
1968,AFRICA,Eastern Africa,910,903
1969,AFRICA,Eastern Africa,910,903
1970,AFRICA,Eastern Africa,910,903
1971,AFRICA,Eastern Africa,910,903
1972,AFRICA,Eastern Africa,910,903
1973,AFRICA,Eastern Africa,910,903
1974,AFRICA,Eastern Africa,910,903
1975,AFRICA,Eastern Africa,910,903
1976,AFRICA,Eastern Africa,910,903
1977,AFRICA,Eastern Africa,910,903
1978,AFRICA,Eastern Africa,910,903
1979,AFRICA,Eastern Africa,910,903
1980,AFRICA,Eastern Africa,910,903
1981,AFRICA,Eastern Africa,910,903
1982,AFRICA,Eastern Africa,910,903
1983,AFRICA,Eastern Africa,910,903
1984,AFRICA,Eastern Africa,910,903
1985,AFRICA,Eastern Africa,910,903
1986,AFRICA,Eastern Africa,910,903
1987,AFRICA,Eastern Africa,910,903
1988,AFRICA,Eastern Africa,910,903
1989,AFRICA,Eastern Africa,910,903
1990,AFRICA,Eastern Africa,910,903
1991,AFRICA,Eastern Africa,910,903
1992,AFRICA,Eastern Africa,910,903
1993,AFRICA,Eastern Africa,910,903
1994,AFRICA,Eastern Africa,910,903
1995,AFRICA,Eastern Africa,910,903
1996,AFRICA,Eastern Africa,910,903
1997,AFRICA,Eastern Africa,910,903
1998,AFRICA,Eastern Africa,910,903
1999,AFRICA,Eastern Africa,910,903
2000,AFRICA,Eastern Africa,910,903
2001,AFRICA,Eastern Africa,910,903
2002,AFRICA,Eastern Africa,910,903
2003,AFRICA,Eastern Africa,910,903
2004,AFRICA,Eastern Africa,910,903
2005,AFRICA,Eastern Africa,910,903
2006,AFRICA,Eastern Africa,910,903
2007,AFRICA,Eastern Africa,910,903
2008,AFRICA,Eastern Africa,910,903
2009,AFRICA,Eastern Africa,910,903
2010,AFRICA,Eastern Africa,910,903
2011,AFRICA,Eastern Africa,910,903
2012,AFRICA,Eastern Africa,910,903
2013,AFRICA,Eastern Africa,910,903
2014,AFRICA,Eastern Africa,910,903
2015,AFRICA,Eastern Africa,910,903
2016,AFRICA,Eastern Africa,910,903
2017,AFRICA,Eastern Africa,910,903
2018,AFRICA,Eastern Africa,910,903
2019,AFRICA,Eastern Africa,910,903
2020,AFRICA,Eastern Africa,910,903
2021,AFRICA,Eastern Africa,910,903
1950,ASIA,Eastern Asia,906,935
1951,ASIA,Eastern Asia,906,935
1952,ASIA,Eastern Asia,906,935
1953,ASIA,Eastern Asia,906,935
1954,ASIA,Eastern Asia,906,935
1955,ASIA,Eastern Asia,906,935
1956,ASIA,Eastern Asia,906,935
1957,ASIA,Eastern Asia,906,935
1958,ASIA,Eastern Asia,906,935
1959,ASIA,Eastern Asia,906,935
1960,ASIA,Eastern Asia,906,935
1961,ASIA,Eastern Asia,906,935
1962,ASIA,Eastern Asia,906,935
1963,ASIA,Eastern Asia,906,935
1964,ASIA,Eastern Asia,906,935
1965,ASIA,Eastern Asia,906,935
1966,ASIA,Eastern Asia,906,935
1967,ASIA,Eastern Asia,906,935
1968,ASIA,Eastern Asia,906,935
1969,ASIA,Eastern Asia,906,935
1970,ASIA,Eastern Asia,906,935
1971,ASIA,Eastern Asia,906,935
1972,ASIA,Eastern Asia,906,935
1973,ASIA,Eastern Asia,906,935
1974,ASIA,Eastern Asia,906,935
1975,ASIA,Eastern Asia,906,935
1976,ASIA,Eastern Asia,906,935
1977,ASIA,Eastern Asia,906,935
1978,ASIA,Eastern Asia,906,935
1979,ASIA,Eastern Asia,906,935
1980,ASIA,Eastern Asia,906,935
1981,ASIA,Eastern Asia,906,935
1982,ASIA,Eastern Asia,906,935
1983,ASIA,Eastern Asia,906,935
1984,ASIA,Eastern Asia,906,935
1985,ASIA,Eastern Asia,906,935
1986,ASIA,Eastern Asia,906,935
1987,ASIA,Eastern Asia,906,935
1988,ASIA,Eastern Asia,906,935
1989,ASIA,Eastern Asia,906,935
1990,ASIA,Eastern Asia,906,935
1991,ASIA,Eastern Asia,906,935
1992,ASIA,Eastern Asia,906,935
1993,ASIA,Eastern Asia,906,935
1994,ASIA,Eastern Asia,906,935
1995,ASIA,Eastern Asia,906,935
1996,ASIA,Eastern Asia,906,935
1997,ASIA,Eastern Asia,906,935
1998,ASIA,Eastern Asia,906,935
1999,ASIA,Eastern Asia,906,935
2000,ASIA,Eastern Asia,906,935
2001,ASIA,Eastern Asia,906,935
2002,ASIA,Eastern Asia,906,935
2003,ASIA,Eastern Asia,906,935
2004,ASIA,Eastern Asia,906,935
2005,ASIA,Eastern Asia,906,935
2006,ASIA,Eastern Asia,906,935
2007,ASIA,Eastern Asia,906,935
2008,ASIA,Eastern Asia,906,935
2009,ASIA,Eastern Asia,906,935
2010,ASIA,Eastern Asia,906,935
2011,ASIA,Eastern Asia,906,935
2012,ASIA,Eastern Asia,906,935
2013,ASIA,Eastern Asia,906,935
2014,ASIA,Eastern Asia,906,935
2015,ASIA,Eastern Asia,906,935
2016,ASIA,Eastern Asia,906,935
2017,ASIA,Eastern Asia,906,935
2018,ASIA,Eastern Asia,906,935
2019,ASIA,Eastern Asia,906,935
2020,ASIA,Eastern Asia,906,935
2021,ASIA,Eastern Asia,906,935
1950,EUROPE,Eastern Europe,923,908
1951,EUROPE,Eastern Europe,923,908
1952,EUROPE,Eastern Europe,923,908
1953,EUROPE,Eastern Europe,923,908
1954,EUROPE,Eastern Europe,923,908
1955,EUROPE,Eastern Europe,923,908
1956,EUROPE,Eastern Europe,923,908
1957,EUROPE,Eastern Europe,923,908
1958,EUROPE,Eastern Europe,923,908
1959,EUROPE,Eastern Europe,923,908
1960,EUROPE,Eastern Europe,923,908
1961,EUROPE,Eastern Europe,923,908
1962,EUROPE,Eastern Europe,923,908
1963,EUROPE,Eastern Europe,923,908
1964,EUROPE,Eastern Europe,923,908
1965,EUROPE,Eastern Europe,923,908
1966,EUROPE,Eastern Europe,923,908
1967,EUROPE,Eastern Europe,923,908
1968,EUROPE,Eastern Europe,923,908
1969,EUROPE,Eastern Europe,923,908
1970,EUROPE,Eastern Europe,923,908
1971,EUROPE,Eastern Europe,923,908
1972,EUROPE,Eastern Europe,923,908
1973,EUROPE,Eastern Europe,923,908
1974,EUROPE,Eastern Europe,923,908
1975,EUROPE,Eastern Europe,923,908
1976,EUROPE,Eastern Europe,923,908
1977,EUROPE,Eastern Europe,923,908
1978,EUROPE,Eastern Europe,923,908
1979,EUROPE,Eastern Europe,923,908
1980,EUROPE,Eastern Europe,923,908
1981,EUROPE,Eastern Europe,923,908
1982,EUROPE,Eastern Europe,923,908
1983,EUROPE,Eastern Europe,923,908
1984,EUROPE,Eastern Europe,923,908
1985,EUROPE,Eastern Europe,923,908
1986,EUROPE,Eastern Europe,923,908
1987,EUROPE,Eastern Europe,923,908
1988,EUROPE,Eastern Europe,923,908
1989,EUROPE,Eastern Europe,923,908
1990,EUROPE,Eastern Europe,923,908
1991,EUROPE,Eastern Europe,923,908
1992,EUROPE,Eastern Europe,923,908
1993,EUROPE,Eastern Europe,923,908
1994,EUROPE,Eastern Europe,923,908
1995,EUROPE,Eastern Europe,923,908
1996,EUROPE,Eastern Europe,923,908
1997,EUROPE,Eastern Europe,923,908
1998,EUROPE,Eastern Europe,923,908
1999,EUROPE,Eastern Europe,923,908
2000,EUROPE,Eastern Europe,923,908
2001,EUROPE,Eastern Europe,923,908
2002,EUROPE,Eastern Europe,923,908
2003,EUROPE,Eastern Europe,923,908
2004,EUROPE,Eastern Europe,923,908
2005,EUROPE,Eastern Europe,923,908
2006,EUROPE,Eastern Europe,923,908
2007,EUROPE,Eastern Europe,923,908
2008,EUROPE,Eastern Europe,923,908
2009,EUROPE,Eastern Europe,923,908
2010,EUROPE,Eastern Europe,923,908
2011,EUROPE,Eastern Europe,923,908
2012,EUROPE,Eastern Europe,923,908
2013,EUROPE,Eastern Europe,923,908
2014,EUROPE,Eastern Europe,923,908
2015,EUROPE,Eastern Europe,923,908
2016,EUROPE,Eastern Europe,923,908
2017,EUROPE,Eastern Europe,923,908
2018,EUROPE,Eastern Europe,923,908
2019,EUROPE,Eastern Europe,923,908
2020,EUROPE,Eastern Europe,923,908
2021,EUROPE,Eastern Europe,923,908
1950,OCEANIA,Melanesia,928,909
1951,OCEANIA,Melanesia,928,909
1952,OCEANIA,Melanesia,928,909
1953,OCEANIA,Melanesia,928,909
1954,OCEANIA,Melanesia,928,909
1955,OCEANIA,Melanesia,928,909
1956,OCEANIA,Melanesia,928,909
1957,OCEANIA,Melanesia,928,909
1958,OCEANIA,Melanesia,928,909
1959,OCEANIA,Melanesia,928,909
1960,OCEANIA,Melanesia,928,909
1961,OCEANIA,Melanesia,928,909
1962,OCEANIA,Melanesia,928,909
1963,OCEANIA,Melanesia,928,909
1964,OCEANIA,Melanesia,928,909
1965,OCEANIA,Melanesia,928,909
1966,OCEANIA,Melanesia,928,909
1967,OCEANIA,Melanesia,928,909
1968,OCEANIA,Melanesia,928,909
1969,OCEANIA,Melanesia,928,909
1970,OCEANIA,Melanesia,928,909
1971,OCEANIA,Melanesia,928,909
1972,OCEANIA,Melanesia,928,909
1973,OCEANIA,Melanesia,928,909
1974,OCEANIA,Melanesia,928,909
1975,OCEANIA,Melanesia,928,909
1976,OCEANIA,Melanesia,928,909
1977,OCEANIA,Melanesia,928,909
